格式化上车站点编号,格式化下车站点编号,一天内刷卡数
028_D_10,028_D_18,1
028_D_10,028_D_19,2
028_D_10,028_D_20,1
028_D_10,028_D_21,1
028_D_10,028_D_23,3
028_D_10,028_D_28,1
028_D_10,028_D_29,1
028_D_10,028_D_31,1
028_D_10,028_D_32,13
028_D_10,028_D_34,1
028_D_10,028_D_36,5
028_D_10,028_D_38,1
028_D_11,028_D_13,4
028_D_11,028_D_15,1
028_D_11,028_D_17,1
028_D_11,028_D_19,1
028_D_11,028_D_22,2
028_D_11,028_D_28,1
028_D_11,028_D_32,1
028_D_11,028_D_34,1
028_D_11,028_D_38,1
028_D_12,028_D_38,1
028_D_13,028_D_15,1
028_D_13,028_D_28,1
028_D_13,028_D_38,1
028_D_14,028_D_16,2
028_D_14,028_D_17,1
028_D_14,028_D_19,1
028_D_14,028_D_24,2
028_D_15,028_D_38,2
028_D_16,028_D_24,1
028_D_16,028_D_32,4
028_D_16,028_D_38,1
028_D_17,028_D_22,1
028_D_17,028_D_32,1
028_D_18,028_D_22,1
028_D_18,028_D_28,1
028_D_18,028_D_31,2
028_D_18,028_D_32,6
028_D_18,028_D_36,1
028_D_18,028_D_38,1
028_D_19,028_D_32,2
028_D_19,028_D_36,1
028_D_20,028_D_22,1
028_D_20,028_D_28,1
028_D_20,028_D_30,1
028_D_20,028_D_32,4
028_D_20,028_D_35,1
028_D_21,028_D_23,4
028_D_21,028_D_32,1
028_D_21,028_D_36,1
028_D_21,108_D_19,1
028_D_22,028_D_32,1
028_D_22,028_D_38,1
028_D_23,028_D_28,1
028_D_23,028_D_29,1
028_D_23,028_D_32,1
028_D_23,028_D_35,1
028_D_23,028_D_38,2
028_D_24,028_D_25,1
028_D_24,028_D_32,2
028_D_24,028_D_36,3
028_D_25,028_D_29,1
028_D_25,028_D_32,6
028_D_25,028_D_34,1
028_D_28,028_D_32,1
028_D_28,028_D_38,2
028_D_33,028_D_35,1
028_D_33,028_D_36,2
028_D_33,028_D_38,1
028_U_01,016_D_24,1
028_U_01,028_U_06,1
028_U_01,028_U_11,1
028_U_01,028_U_14,1
028_U_01,028_U_16,2
028_U_01,028_U_17,1
028_U_01,028_U_21,1
028_U_01,028_U_23,1
028_U_01,028_U_24,2
028_U_01,028_U_26,1
028_U_01,028_U_27,2
028_U_01,028_U_28,1
028_U_01,028_U_29,2
028_U_01,028_U_30,3
028_U_01,028_U_31,1
028_U_01,028_U_32,3
028_U_01,028_U_37,1
028_U_02,028_U_06,2
028_U_02,028_U_18,1
028_U_02,028_U_32,2
028_U_02,028_U_37,1
028_U_03,028_U_05,1
028_U_03,028_U_14,1
028_U_03,028_U_15,2
028_U_03,028_U_20,1
028_U_03,028_U_21,1
028_U_03,028_U_28,2
028_U_03,028_U_29,6
028_U_03,028_U_32,2
028_U_03,028_U_37,3
028_U_04,028_U_06,1
028_U_04,028_U_16,2
028_U_04,028_U_19,1
028_U_05,028_U_14,1
028_U_05,028_U_18,1
028_U_05,028_U_28,1
028_U_05,028_U_29,1
028_U_05,028_U_37,1
028_U_06,028_U_07,1
028_U_06,028_U_14,6
028_U_06,028_U_16,2
028_U_06,028_U_18,2
028_U_06,028_U_19,4
028_U_06,028_U_20,2
028_U_06,028_U_21,5
028_U_06,028_U_22,1
028_U_06,028_U_23,5
028_U_06,028_U_26,1
028_U_06,028_U_28,2
028_U_06,028_U_29,13
028_U_06,028_U_30,4
028_U_06,028_U_31,4
028_U_06,028_U_32,2
028_U_06,028_U_37,2
028_U_07,028_U_11,1
028_U_07,028_U_16,2
028_U_07,028_U_17,1
028_U_07,028_U_18,1
028_U_07,028_U_19,1
028_U_07,028_U_21,1
028_U_07,028_U_29,1
028_U_07,028_U_31,1
028_U_07,028_U_32,1
028_U_07,028_U_35,1
028_U_08,028_U_14,1
028_U_08,028_U_18,1
028_U_08,028_U_21,2
028_U_08,028_U_29,1
028_U_08,028_U_30,3
028_U_08,028_U_32,6
028_U_08,028_U_35,1
028_U_08,028_U_37,1
028_U_09,028_U_19,1
028_U_09,028_U_35,1
028_U_09,028_U_37,1
028_U_10,028_U_14,1
028_U_10,028_U_16,1
028_U_10,028_U_18,1
028_U_10,028_U_29,1
028_U_10,028_U_32,3
028_U_10,028_U_35,1
028_U_10,028_U_38,1
028_U_11,028_U_16,1
028_U_11,028_U_19,1
028_U_11,028_U_21,1
028_U_11,028_U_28,1
028_U_11,028_U_29,1
028_U_11,028_U_32,1
028_U_12,028_U_18,3
028_U_12,028_U_32,2
028_U_12,028_U_35,1
028_U_14,028_U_15,1
028_U_15,028_U_25,2
028_U_15,028_U_27,1
028_U_15,028_U_32,3
028_U_16,028_U_18,4
028_U_16,028_U_26,6
028_U_16,028_U_29,3
028_U_16,028_U_30,1
028_U_16,028_U_31,2
028_U_16,028_U_32,1
028_U_16,028_U_35,1
028_U_17,028_U_28,1
028_U_18,028_U_23,1
028_U_18,028_U_24,1
028_U_18,028_U_29,1
028_U_18,028_U_30,3
028_U_18,028_U_31,1
028_U_18,028_U_32,1
028_U_18,028_U_37,2
028_U_19,028_U_21,1
028_U_19,028_U_24,1
028_U_19,028_U_27,1
028_U_19,028_U_29,2
028_U_19,028_U_30,3
028_U_19,028_U_31,1
028_U_19,028_U_32,1
028_U_19,028_U_37,2
028_U_20,028_U_23,1
028_U_20,028_U_25,1
028_U_20,028_U_28,2
028_U_20,028_U_29,4
028_U_20,028_U_32,1
028_U_21,028_U_25,1
028_U_21,028_U_32,2
028_U_22,028_U_25,1
028_U_22,028_U_28,1
028_U_22,028_U_29,1
028_U_22,028_U_30,1
028_U_22,028_U_31,1
028_U_22,028_U_32,1
028_U_22,028_U_33,1
028_U_23,028_U_25,1
028_U_23,028_U_28,2
028_U_23,028_U_29,3
028_U_23,028_U_30,1
028_U_23,028_U_31,2
028_U_23,028_U_32,3
028_U_23,028_U_34,1
028_U_23,028_U_35,1
028_U_23,028_U_37,2
028_U_24,028_U_28,1
028_U_24,028_U_30,1
028_U_24,028_U_32,3
028_U_24,028_U_35,1
028_U_25,028_U_29,1
028_U_25,028_U_31,5
028_U_25,028_U_32,3
028_U_26,028_U_32,1
028_U_26,028_U_33,2
028_U_27,028_U_31,1
028_U_27,028_U_32,3
028_U_28,028_U_30,4
028_U_28,028_U_32,2
028_U_28,028_U_33,1
028_U_28,028_U_35,1
028_U_28,101_U_26,1
028_U_29,028_U_31,3
028_U_29,028_U_32,9
028_U_29,028_U_33,2
028_U_29,028_U_35,1
028_U_29,028_U_37,1
028_U_29,028_U_38,3
028_U_30,028_U_31,1
028_U_30,028_U_32,3
028_U_31,028_U_32,17
028_U_31,028_U_33,4
028_U_31,028_U_35,1
028_U_31,028_U_37,1
028_U_31,028_U_38,4
028_U_31,106_D_06,1
028_U_32,028_U_34,1
028_U_32,028_U_37,1
028_U_32,112_D_33,1
028_U_33,028_U_34,1
028_U_33,028_U_35,1
028_U_34,028_U_37,1
028_U_35,028_U_36,1
028_U_37,028_U_38,2
029_D_01,029_D_05,1
029_D_01,029_D_14,2
029_D_01,029_D_16,1
029_D_05,029_D_07,1
029_D_12,029_D_32,1
029_U_01,029_U_20,1
029_U_01,029_U_22,1
029_U_02,029_U_22,1
029_U_06,029_U_19,1
029_U_10,029_U_19,1
029_U_12,029_U_33,1
029_U_19,029_U_20,1
029_U_19,029_U_33,1
029_U_30,029_U_33,1
030_D_01,030_D_02,2
030_D_01,030_D_08,4
030_D_01,030_D_21,1
030_D_01,030_D_27,1
030_D_01,030_D_46,1
030_D_03,030_D_04,1
030_D_03,030_D_43,1
030_D_04,030_D_09,1
030_D_05,030_D_16,2
030_D_05,030_D_17,2
030_D_05,030_D_30,2
030_D_05,030_D_44,2
030_D_06,030_D_16,1
030_D_07,030_D_12,1
030_D_07,030_D_15,2
030_D_07,030_D_26,1
030_D_07,030_D_29,1
030_D_07,030_D_30,1
030_D_07,030_D_31,5
030_D_07,030_D_34,1
030_D_07,030_D_44,1
030_D_08,030_D_46,1
030_D_10,030_D_42,1
030_D_11,030_D_16,1
030_D_11,030_D_42,1
030_D_11,030_D_46,1
030_D_12,030_D_37,2
030_D_12,033_U_21,1
030_D_13,030_D_24,1
030_D_13,030_D_26,1
030_D_13,030_D_34,1
030_D_14,030_D_17,1
030_D_14,030_D_44,1
030_D_14,030_D_46,1
030_D_15,030_D_17,1
030_D_15,030_D_29,1
030_D_15,030_D_34,1
030_D_15,030_D_36,1
030_D_15,030_D_42,1
030_D_18,030_D_30,1
030_D_19,030_D_23,1
030_D_19,030_D_30,1
030_D_19,030_D_36,1
030_D_21,030_D_28,1
030_D_21,030_D_38,1
030_D_22,017_D_25,1
030_D_22,030_D_28,1
030_D_22,030_D_41,1
030_D_22,030_D_45,2
030_D_22,030_D_46,1
030_D_23,030_D_30,1
030_D_23,030_D_33,1
030_D_23,030_D_38,1
030_D_23,030_D_44,1
030_D_23,030_D_45,2
030_D_24,030_D_31,2
030_D_24,030_D_42,1
030_D_26,030_D_32,2
030_D_26,030_D_46,1
030_D_27,030_D_31,1
030_D_28,030_D_34,1
030_D_28,030_D_45,3
030_D_28,030_D_46,3
030_D_29,030_D_40,1
030_D_29,030_D_43,1
030_U_01,030_U_12,1
030_U_01,030_U_21,1
030_U_01,030_U_25,1
030_U_01,030_U_34,1
030_U_01,030_U_37,1
030_U_01,030_U_40,1
030_U_01,030_U_45,1
030_U_02,030_U_24,2
030_U_02,030_U_25,2
030_U_03,030_U_24,1
030_U_03,030_U_34,1
030_U_03,030_U_36,1
030_U_03,030_U_41,1
030_U_03,030_U_43,2
030_U_04,030_U_18,1
030_U_04,030_U_45,1
030_U_05,030_U_22,1
030_U_05,030_U_32,1
030_U_05,030_U_37,1
030_U_06,030_U_25,1
030_U_07,030_U_18,1
030_U_08,030_U_09,2
030_U_08,030_U_20,1
030_U_08,030_U_43,1
030_U_09,030_U_24,1
030_U_09,030_U_26,1
030_U_10,030_U_36,2
030_U_11,030_U_14,1
030_U_11,030_U_15,1
030_U_11,030_U_28,1
030_U_11,030_U_32,1
030_U_13,030_U_32,1
030_U_13,030_U_35,1
030_U_13,030_U_37,1
030_U_13,030_U_41,1
030_U_13,030_U_43,2
030_U_14,030_U_22,1
030_U_14,030_U_24,1
030_U_14,030_U_41,1
030_U_14,030_U_43,1
030_U_15,030_U_20,1
030_U_15,030_U_22,2
030_U_15,030_U_41,3
030_U_16,030_U_28,2
030_U_16,030_U_29,1
030_U_16,030_U_41,1
030_U_16,030_U_43,1
030_U_17,030_U_24,1
030_U_17,030_U_43,1
030_U_18,030_U_41,1
030_U_19,030_U_40,1
030_U_21,030_U_27,2
030_U_21,030_U_34,1
030_U_21,030_U_42,1
030_U_24,030_U_43,1
030_U_25,030_U_42,1
030_U_30,030_U_37,1
030_U_30,030_U_43,2
030_U_31,030_U_34,2
030_U_31,030_U_42,1
030_U_32,030_U_36,1
030_U_33,030_U_35,1
030_U_33,030_U_41,2
030_U_36,030_U_37,2
030_U_36,030_U_41,1
030_U_40,030_U_43,1
030_U_43,030_U_44,1
031_D_01,031_D_02,1
031_D_01,031_D_17,1
031_U_30,006_D_09,1
032_D_05,032_D_18,1
032_D_12,032_D_17,1
032_U_02,032_U_09,1
032_U_16,032_U_29,1
032_U_19,032_U_30,1
033_D_01,033_D_02,2
033_D_01,033_D_04,9
033_D_01,033_D_08,2
033_D_01,033_D_09,2
033_D_01,033_D_11,1
033_D_01,033_D_12,3
033_D_01,033_D_14,1
033_D_01,033_D_18,2
033_D_01,033_D_19,1
033_D_01,033_D_20,1
033_D_01,033_D_21,2
033_D_01,033_D_22,1
033_D_02,033_D_06,1
033_D_02,033_D_19,2
033_D_02,033_D_22,1
033_D_02,033_D_24,1
033_D_02,106_U_31,1
033_D_03,033_D_04,3
033_D_03,033_D_05,1
033_D_03,033_D_10,2
033_D_03,033_D_12,1
033_D_03,033_D_17,1
033_D_03,033_D_18,1
033_D_04,033_D_05,4
033_D_04,033_D_08,1
033_D_04,033_D_15,1
033_D_04,033_D_24,1
033_D_05,033_D_08,9
033_D_05,033_D_10,1
033_D_05,033_D_14,1
033_D_05,033_D_15,1
033_D_05,033_D_22,1
033_D_05,033_D_24,2
033_D_05,112_U_26,1
033_D_06,033_D_07,4
033_D_07,033_D_08,2
033_D_07,033_D_12,1
033_D_07,033_D_16,5
033_D_07,033_D_17,1
033_D_07,033_D_19,1
033_D_07,033_D_24,1
033_D_08,033_D_09,1
033_D_08,033_D_12,2
033_D_08,033_D_16,2
033_D_08,033_D_17,1
033_D_08,033_D_20,1
033_D_08,033_D_24,1
033_D_09,033_D_12,2
033_D_09,033_D_14,2
033_D_09,033_D_15,1
033_D_09,033_D_16,2
033_D_10,033_D_17,1
033_D_11,033_D_15,2
033_D_11,033_D_21,1
033_D_11,033_D_23,1
033_D_12,033_D_13,3
033_D_12,033_D_17,1
033_D_12,033_D_22,1
033_D_12,033_D_24,1
033_D_13,033_D_16,2
033_D_13,033_D_22,1
033_D_13,033_D_24,2
033_D_14,033_D_24,1
033_D_16,033_D_24,17
033_D_17,033_D_21,1
033_D_17,033_D_24,5
033_D_18,033_D_24,1
033_D_19,033_D_24,1
033_U_01,033_U_07,1
033_U_01,033_U_08,3
033_U_01,033_U_09,17
033_U_01,033_U_10,1
033_U_01,033_U_11,3
033_U_01,033_U_12,5
033_U_01,033_U_15,1
033_U_01,033_U_16,1
033_U_01,033_U_19,6
033_U_01,033_U_20,1
033_U_01,033_U_22,4
033_U_02,033_U_22,1
033_U_03,033_U_09,1
033_U_03,033_U_12,2
033_U_03,033_U_13,1
033_U_03,033_U_19,4
033_U_03,033_U_22,1
033_U_03,033_U_23,1
033_U_04,033_U_19,3
033_U_04,033_U_23,1
033_U_05,033_U_09,1
033_U_05,033_U_16,1
033_U_05,033_U_19,1
033_U_05,033_U_23,1
033_U_06,033_U_09,1
033_U_06,033_U_18,1
033_U_06,033_U_19,1
033_U_06,033_U_22,2
033_U_06,033_U_23,1
033_U_07,033_U_12,2
033_U_07,033_U_15,1
033_U_07,033_U_18,1
033_U_07,033_U_19,2
033_U_07,033_U_23,2
033_U_08,033_U_12,1
033_U_08,033_U_14,1
033_U_08,033_U_15,4
033_U_08,033_U_16,1
033_U_08,033_U_22,1
033_U_09,033_U_10,1
033_U_09,033_U_11,2
033_U_09,033_U_12,1
033_U_09,033_U_14,1
033_U_09,033_U_15,2
033_U_09,033_U_16,2
033_U_09,033_U_18,1
033_U_09,033_U_20,1
033_U_10,033_U_11,1
033_U_10,033_U_14,1
033_U_10,033_U_15,1
033_U_10,033_U_19,1
033_U_10,033_U_20,1
033_U_11,033_U_12,1
033_U_11,033_U_15,3
033_U_11,033_U_18,1
033_U_11,033_U_19,2
033_U_11,033_U_23,1
033_U_12,033_U_15,1
033_U_12,033_U_16,1
033_U_12,033_U_19,2
033_U_12,033_U_20,1
033_U_13,033_U_16,1
033_U_13,033_U_18,1
033_U_13,033_U_19,2
033_U_13,033_U_22,1
033_U_13,033_U_23,1
033_U_14,033_U_19,2
033_U_14,033_U_22,3
033_U_15,033_U_19,3
033_U_15,033_U_23,1
033_U_16,033_U_18,5
033_U_16,033_U_19,7
033_U_16,033_U_20,1
033_U_16,033_U_22,2
033_U_17,033_U_18,1
033_U_17,033_U_19,13
033_U_17,033_U_22,3
033_U_17,033_U_23,4
033_U_17,033_U_24,1
033_U_18,033_U_19,1
033_U_18,033_U_22,1
033_U_18,033_U_24,1
033_U_19,033_U_20,1
033_U_20,033_U_22,1
033_U_20,033_U_23,2
033_U_20,033_U_24,1
033_U_21,033_U_22,2
033_U_21,033_U_24,2
033_U_22,033_U_23,4
033_U_22,033_U_24,2
035_D_02,035_D_25,2
035_U_06,035_U_07,2
035_U_06,035_U_29,2
035_U_07,035_U_30,2
035_U_08,035_U_30,1
035_U_10,035_U_30,1
035_U_11,035_U_30,3
035_U_19,035_U_23,1
035_U_29,035_U_30,1
036_D_01,036_D_08,1
036_D_05,036_D_21,1
036_D_06,036_D_07,1
036_D_06,036_D_28,1
036_D_06,036_D_33,2
036_D_07,036_D_13,1
036_D_07,036_D_29,3
036_D_07,036_D_30,1
036_D_08,036_D_09,1
036_D_09,036_D_20,2
036_D_09,036_D_26,1
036_D_10,036_D_19,1
036_D_10,036_D_23,1
036_D_10,036_D_31,1
036_D_11,036_D_23,1
036_D_11,036_D_29,3
036_D_12,036_D_31,1
036_D_13,112_U_04,1
036_D_14,036_D_33,1
036_D_15,036_D_17,1
036_D_15,036_D_29,2
036_D_18,036_D_29,1
036_D_20,036_D_28,1
036_D_21,036_D_31,1
036_U_01,036_U_13,2
036_U_01,036_U_20,1
036_U_01,036_U_24,1
036_U_01,036_U_28,2
036_U_02,036_U_03,1
036_U_02,036_U_13,2
036_U_02,036_U_21,1
036_U_02,036_U_24,2
036_U_03,036_U_19,1
036_U_04,036_U_27,1
036_U_05,036_U_14,2
036_U_05,036_U_16,3
036_U_05,036_U_19,2
036_U_05,036_U_22,3
036_U_05,036_U_24,2
036_U_05,036_U_25,3
036_U_05,036_U_27,3
036_U_06,036_U_14,1
036_U_06,036_U_16,1
036_U_06,036_U_25,1
036_U_06,036_U_28,1
036_U_08,036_U_20,1
036_U_08,036_U_25,3
036_U_10,036_U_24,1
036_U_11,036_U_26,1
036_U_11,036_U_27,1
036_U_12,036_U_16,1
036_U_12,036_U_25,2
036_U_12,036_U_27,1
036_U_13,036_U_28,1
036_U_14,036_U_26,1
036_U_14,036_U_28,1
036_U_15,036_U_28,1
036_U_17,036_U_24,2
036_U_22,036_U_23,1
036_U_22,036_U_27,1
036_U_24,036_U_27,1
036_U_28,036_U_29,1
036_U_29,036_U_31,1
037_D_01,037_D_02,1
037_D_01,037_D_05,2
037_D_01,037_D_20,1
037_D_01,037_D_41,1
037_D_02,037_D_04,1
037_D_03,037_D_29,1
037_D_07,037_D_08,1
037_D_07,037_D_25,1
037_D_07,037_D_29,1
037_D_07,037_D_41,1
037_D_09,037_D_20,1
037_D_10,037_D_15,1
037_D_10,037_D_36,1
037_D_14,037_D_41,1
037_D_28,037_D_29,1
037_U_05,037_U_33,1
037_U_06,037_U_35,1
037_U_06,037_U_40,1
037_U_17,037_U_45,3
037_U_26,037_U_27,1
037_U_26,037_U_31,1
037_U_26,037_U_45,2
037_U_42,037_U_45,1
038_D_01,038_D_26,1
038_D_02,038_D_14,1
038_D_02,038_D_26,2
038_D_04,038_D_14,1
038_D_09,038_D_43,1
038_U_01,038_U_47,1
038_U_02,038_U_32,1
038_U_19,038_U_42,1
038_U_22,038_U_32,1
038_U_28,038_U_29,1
038_U_38,016_U_27,1
081_D_01,081_D_06,1
081_D_01,081_D_26,3
081_D_02,081_D_23,1
081_D_03,081_D_13,1
081_D_03,081_D_25,1
081_D_03,081_D_35,1
081_D_05,022_D_08,1
081_D_06,081_D_21,1
081_D_09,081_D_14,2
081_D_11,081_D_23,1
081_D_12,081_D_23,1
081_D_13,081_D_35,2
081_D_30,081_D_35,1
081_U_01,081_U_02,1
081_U_01,081_U_22,2
081_U_01,081_U_33,1
081_U_07,081_U_13,1
081_U_10,081_U_32,1
081_U_10,081_U_34,3
081_U_11,081_U_33,1
081_U_13,081_U_24,1
081_U_15,081_U_30,1
081_U_18,081_U_34,1
081_U_21,081_U_26,2
081_U_23,081_U_28,1
081_U_23,081_U_31,1
081_U_23,081_U_34,1
081_U_25,081_U_28,2
081_U_27,081_U_30,1
101_D_01,101_D_02,1
101_D_01,101_D_03,2
101_D_01,101_D_04,8
101_D_01,101_D_08,1
101_D_01,101_D_09,6
101_D_01,101_D_11,1
101_D_01,101_D_16,1
101_D_01,101_D_17,1
101_D_01,101_D_18,1
101_D_01,101_D_19,1
101_D_01,101_D_20,4
101_D_01,101_D_25,2
101_D_01,101_D_27,1
101_D_01,101_D_28,1
101_D_01,101_D_29,6
101_D_02,101_D_04,11
101_D_02,101_D_05,1
101_D_02,101_D_13,2
101_D_02,101_D_17,1
101_D_02,101_D_20,1
101_D_02,101_D_27,2
101_D_02,108_U_34,1
101_D_03,101_D_04,4
101_D_03,101_D_12,1
101_D_03,101_D_13,1
101_D_03,101_D_14,2
101_D_03,101_D_17,1
101_D_03,101_D_18,5
101_D_03,101_D_23,1
101_D_03,101_D_27,1
101_D_03,101_D_28,2
101_D_04,101_D_05,4
101_D_04,101_D_07,2
101_D_04,101_D_08,7
101_D_04,101_D_09,8
101_D_04,101_D_11,6
101_D_04,101_D_13,2
101_D_04,101_D_15,3
101_D_04,101_D_19,2
101_D_04,101_D_20,3
101_D_04,101_D_22,2
101_D_04,101_D_24,4
101_D_04,101_D_25,2
101_D_04,101_D_26,2
101_D_04,101_D_27,3
101_D_04,101_D_29,2
101_D_05,101_D_06,13
101_D_05,101_D_07,4
101_D_05,101_D_08,3
101_D_05,101_D_09,9
101_D_05,101_D_11,1
101_D_05,101_D_13,2
101_D_05,101_D_14,1
101_D_05,101_D_16,1
101_D_05,101_D_17,1
101_D_05,101_D_19,4
101_D_05,101_D_22,3
101_D_05,101_D_24,2
101_D_05,101_D_25,1
101_D_05,101_D_27,1
101_D_05,101_D_29,3
101_D_05,101_D_30,1
101_D_05,107_D_26,1
101_D_06,101_D_07,3
101_D_06,101_D_09,3
101_D_06,101_D_13,1
101_D_06,101_D_14,1
101_D_06,101_D_15,1
101_D_06,101_D_16,2
101_D_06,101_D_18,3
101_D_06,101_D_20,1
101_D_06,101_D_22,5
101_D_06,101_D_24,2
101_D_06,101_D_25,1
101_D_06,101_D_27,3
101_D_06,101_D_28,1
101_D_06,101_D_29,2
101_D_07,101_D_09,3
101_D_07,101_D_12,2
101_D_07,101_D_13,5
101_D_07,101_D_14,2
101_D_07,101_D_16,2
101_D_07,101_D_17,3
101_D_07,101_D_18,3
101_D_07,101_D_19,3
101_D_07,101_D_20,6
101_D_07,101_D_23,1
101_D_07,101_D_27,1
101_D_07,101_D_29,4
101_D_08,101_D_09,2
101_D_08,101_D_13,2
101_D_08,101_D_16,1
101_D_08,101_D_17,1
101_D_08,101_D_18,2
101_D_08,101_D_19,1
101_D_08,101_D_20,1
101_D_08,101_D_22,2
101_D_08,101_D_23,2
101_D_08,101_D_25,1
101_D_08,101_D_27,1
101_D_08,101_D_29,2
101_D_09,101_D_13,7
101_D_09,101_D_14,2
101_D_09,101_D_17,1
101_D_09,101_D_19,1
101_D_09,101_D_22,1
101_D_09,101_D_24,1
101_D_09,101_D_27,1
101_D_09,101_D_28,1
101_D_09,101_D_29,4
101_D_10,101_D_13,3
101_D_10,101_D_15,2
101_D_10,101_D_17,3
101_D_10,101_D_18,3
101_D_10,101_D_20,1
101_D_10,101_D_22,4
101_D_10,101_D_24,1
101_D_10,101_D_26,1
101_D_10,101_D_28,1
101_D_10,101_D_29,7
101_D_11,101_D_13,1
101_D_11,101_D_16,1
101_D_11,101_D_18,1
101_D_11,101_D_19,1
101_D_11,101_D_29,2
101_D_11,108_D_24,1
101_D_12,101_D_14,2
101_D_12,101_D_23,1
101_D_12,101_D_25,1
101_D_12,101_D_26,1
101_D_13,101_D_15,1
101_D_13,101_D_22,1
101_D_13,101_D_23,1
101_D_13,101_D_26,1
101_D_13,101_D_29,2
101_D_13,103_D_28,1
101_D_14,101_D_19,2
101_D_14,101_D_20,1
101_D_14,101_D_27,1
101_D_14,101_D_29,1
101_D_16,101_D_20,1
101_D_17,101_D_29,1
101_D_18,101_D_20,1
101_D_18,101_D_22,1
101_D_18,101_D_24,1
101_D_19,101_D_20,1
101_D_19,101_D_27,1
101_D_20,101_D_27,1
101_D_20,101_D_29,1
101_D_21,101_D_24,1
101_D_23,101_D_27,1
101_D_23,101_D_29,1
101_D_24,101_D_25,2
101_D_24,101_D_27,3
101_D_24,101_D_29,2
101_D_25,101_D_29,1
101_D_27,101_D_29,3
101_U_01,101_U_02,4
101_U_01,101_U_03,1
101_U_01,101_U_07,1
101_U_01,101_U_08,1
101_U_01,101_U_11,3
101_U_01,101_U_14,1
101_U_01,101_U_18,3
101_U_01,101_U_20,2
101_U_01,101_U_21,1
101_U_01,101_U_22,7
101_U_01,101_U_23,1
101_U_01,101_U_25,5
101_U_01,101_U_26,10
101_U_01,101_U_27,4
101_U_01,101_U_28,1
101_U_01,101_U_29,1
101_U_01,101_U_30,4
101_U_01,102_U_26,1
101_U_02,101_U_22,2
101_U_02,101_U_26,2
101_U_02,101_U_27,2
101_U_02,101_U_28,1
101_U_02,101_U_29,2
101_U_02,101_U_31,4
101_U_03,101_U_07,2
101_U_03,101_U_11,1
101_U_03,101_U_17,1
101_U_03,101_U_22,2
101_U_03,101_U_25,1
101_U_03,101_U_26,3
101_U_03,101_U_27,2
101_U_03,101_U_28,1
101_U_03,101_U_30,3
101_U_03,103_U_27,1
101_U_04,101_U_22,1
101_U_04,101_U_23,1
101_U_04,101_U_26,4
101_U_04,101_U_27,1
101_U_04,101_U_30,1
101_U_05,101_U_20,1
101_U_05,101_U_22,1
101_U_05,101_U_25,1
101_U_05,101_U_28,1
101_U_06,101_U_07,1
101_U_06,101_U_20,1
101_U_06,101_U_23,1
101_U_06,101_U_26,3
101_U_06,101_U_27,2
101_U_06,101_U_30,2
101_U_07,101_U_10,1
101_U_07,101_U_13,2
101_U_07,101_U_14,1
101_U_07,101_U_19,1
101_U_07,101_U_22,3
101_U_07,101_U_26,4
101_U_07,101_U_27,4
101_U_07,101_U_30,1
101_U_08,101_U_18,1
101_U_08,101_U_19,1
101_U_08,101_U_20,1
101_U_08,101_U_23,1
101_U_08,101_U_25,1
101_U_08,101_U_26,1
101_U_08,101_U_28,1
101_U_08,101_U_29,1
101_U_08,101_U_30,1
101_U_09,101_U_10,1
101_U_09,101_U_18,1
101_U_09,101_U_20,4
101_U_09,101_U_21,1
101_U_09,101_U_22,4
101_U_09,101_U_23,1
101_U_09,101_U_26,7
101_U_09,101_U_27,2
101_U_09,101_U_28,1
101_U_10,101_U_11,1
101_U_10,101_U_13,1
101_U_10,101_U_17,1
101_U_10,101_U_18,1
101_U_10,101_U_22,1
101_U_10,101_U_25,4
101_U_10,101_U_26,5
101_U_10,101_U_27,2
101_U_10,101_U_30,6
101_U_11,101_U_23,1
101_U_11,101_U_26,4
101_U_11,101_U_27,1
101_U_12,101_U_16,1
101_U_12,101_U_17,2
101_U_12,101_U_20,1
101_U_12,101_U_21,3
101_U_12,101_U_22,4
101_U_12,101_U_23,1
101_U_12,101_U_24,1
101_U_12,101_U_25,3
101_U_12,101_U_26,5
101_U_12,101_U_27,5
101_U_12,101_U_30,3
101_U_13,101_U_16,2
101_U_13,101_U_18,1
101_U_13,101_U_21,1
101_U_13,101_U_22,3
101_U_13,101_U_23,2
101_U_13,101_U_25,3
101_U_13,101_U_26,4
101_U_13,101_U_29,5
101_U_13,101_U_30,1
101_U_14,101_U_17,1
101_U_14,101_U_18,1
101_U_14,101_U_22,2
101_U_14,101_U_23,1
101_U_14,101_U_25,3
101_U_14,101_U_26,1
101_U_14,101_U_27,2
101_U_14,101_U_29,1
101_U_14,101_U_30,3
101_U_14,101_U_31,1
101_U_15,101_U_21,1
101_U_15,101_U_23,1
101_U_15,101_U_25,2
101_U_15,101_U_26,5
101_U_15,101_U_30,1
101_U_16,101_U_18,2
101_U_16,101_U_19,2
101_U_16,101_U_22,1
101_U_16,101_U_26,5
101_U_16,101_U_27,2
101_U_17,101_U_19,1
101_U_17,101_U_21,1
101_U_17,101_U_22,2
101_U_17,101_U_25,1
101_U_17,101_U_26,2
101_U_17,101_U_29,2
101_U_18,101_U_22,7
101_U_18,101_U_23,2
101_U_18,101_U_25,3
101_U_18,101_U_26,7
101_U_18,101_U_27,2
101_U_18,101_U_28,2
101_U_18,101_U_29,1
101_U_18,101_U_30,2
101_U_19,101_U_20,1
101_U_19,101_U_21,1
101_U_19,101_U_22,2
