格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
038_D_28,小商品城,"['001_U_06', '001_U_07', '001_U_09', '001_U_10', '001_U_11', '001_U_12', '001_U_13', '001_U_14', '001_U_15', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_33', '001_D_34', '001_D_35', '002_U_10', '002_U_11', '002_U_12', '002_U_13', '002_U_14', '002_D_30', '002_D_31', '002_D_32', '002_D_33', '002_D_34', '005_U_42', '005_U_43', '005_U_44', '005_D_29', '005_D_30', '005_D_31', '005_D_32', '008_U_21', '008_U_22', '008_U_23', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '014_U_18', '014_U_19', '014_U_20', '014_U_21', '014_U_22', '014_D_24', '014_D_25', '014_D_26', '014_D_27', '014_D_28', '015_U_34', '015_U_35', '015_U_36', '015_D_20', '015_D_21', '015_D_22', '015_D_23', '019_U_28', '019_U_29', '019_U_30', '019_D_20', '019_D_21', '019_D_22', '019_D_23', '021_U_23', '021_U_24', '021_D_19', '021_D_20', '037_U_15', '037_U_16', '037_U_17', '037_U_18', '037_U_19', '037_U_20', '037_U_21', '037_D_26', '037_D_27', '037_D_28', '037_D_29', '037_D_30', '037_D_31', '037_D_32', '037_D_33', '038_U_17', '038_U_18', '038_U_19', '038_U_20', '038_U_21', '038_U_22', '038_U_23', '038_D_25', '038_D_26', '038_D_27', '038_D_29', '038_D_30', '038_D_31']",38,下行,28,117.988253,37.468743,False,"['038_D_29', '038_D_30', '038_D_31', '038_D_32', '038_D_33', '038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_29,建设银行,"['001_U_06', '001_U_07', '001_U_08', '001_U_09', '001_U_10', '001_U_11', '001_U_12', '001_U_13', '001_U_14', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '002_U_10', '002_U_11', '002_U_12', '002_U_13', '002_D_31', '002_D_32', '002_D_33', '002_D_34', '005_U_42', '005_U_43', '005_D_30', '005_D_31', '005_D_32', '008_U_21', '008_U_22', '008_D_22', '008_D_23', '008_D_24', '014_U_18', '014_U_19', '014_U_20', '014_U_21', '014_D_25', '014_D_26', '014_D_27', '014_D_28', '014_D_29', '015_U_34', '015_U_35', '015_D_21', '015_D_22', '015_D_23', '019_U_28', '019_U_29', '019_D_21', '019_D_22', '019_D_23', '021_U_23', '021_D_20', '037_U_15', '037_U_16', '037_U_17', '037_U_18', '037_U_19', '037_U_20', '037_D_27', '037_D_28', '037_D_29', '037_D_30', '037_D_31', '037_D_32', '037_D_33', '038_U_17', '038_U_18', '038_U_19', '038_U_20', '038_U_21', '038_U_22', '038_D_26', '038_D_27', '038_D_28', '038_D_30', '038_D_31']",38,下行,29,117.987947,37.470634,False,"['038_D_30', '038_D_31', '038_D_32', '038_D_33', '038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_30,农业银行,"['001_U_05', '001_U_06', '001_U_07', '001_U_08', '001_U_09', '001_U_10', '001_U_11', '001_U_12', '001_U_13', '001_U_14', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '002_U_11', '002_U_12', '002_D_32', '002_D_33', '005_U_41', '005_U_42', '005_U_43', '005_D_30', '005_D_31', '005_D_32', '005_D_33', '008_U_20', '008_U_21', '008_U_22', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '014_U_17', '014_U_18', '014_U_19', '014_U_20', '014_U_21', '014_D_25', '014_D_26', '014_D_27', '014_D_28', '014_D_29', '015_U_33', '015_U_34', '015_U_35', '015_D_21', '015_D_22', '015_D_23', '015_D_24', '019_U_27', '019_U_28', '019_U_29', '019_D_21', '019_D_22', '019_D_23', '019_D_24', '021_U_23', '021_D_20', '037_U_14', '037_U_15', '037_U_16', '037_U_17', '037_U_18', '037_U_19', '037_D_28', '037_D_29', '037_D_30', '037_D_31', '037_D_32', '037_D_33', '037_D_34', '038_U_16', '038_U_17', '038_U_18', '038_U_19', '038_U_20', '038_U_21', '038_D_27', '038_D_28', '038_D_29', '038_D_31', '038_D_32']",38,下行,30,117.987028,37.473301,False,"['038_D_31', '038_D_32', '038_D_33', '038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_31,滨北农贸市场,"['001_U_05', '001_U_06', '001_U_07', '001_U_08', '001_U_09', '001_U_10', '001_U_12', '001_U_13', '001_U_14', '001_D_26', '001_D_27', '001_D_28', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '002_U_11', '002_U_12', '002_D_32', '002_D_33', '005_U_41', '005_U_42', '005_U_43', '005_D_30', '005_D_31', '005_D_32', '005_D_33', '008_U_20', '008_U_21', '008_U_22', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '014_U_18', '014_U_19', '014_U_20', '014_U_21', '014_D_25', '014_D_26', '014_D_27', '014_D_28', '014_D_29', '015_U_33', '015_U_34', '015_U_35', '015_D_21', '015_D_22', '015_D_23', '015_D_24', '019_U_27', '019_U_28', '019_U_29', '019_D_21', '019_D_22', '019_D_23', '019_D_24', '021_U_23', '021_D_20', '037_U_14', '037_U_15', '037_U_16', '037_U_17', '037_U_18', '037_U_19', '037_D_28', '037_D_29', '037_D_30', '037_D_31', '037_D_32', '037_D_33', '037_D_34', '038_U_16', '038_U_17', '038_U_18', '038_U_19', '038_U_20', '038_U_21', '038_D_27', '038_D_28', '038_D_29', '038_D_30', '038_D_32']",38,下行,31,117.984646,37.473102,False,"['038_D_32', '038_D_33', '038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_32,东关,"['001_U_04', '001_U_05', '001_U_06', '001_U_07', '001_U_08', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '005_U_40', '005_U_41', '005_U_42', '005_D_32', '005_D_33', '005_D_34', '008_U_19', '008_U_20', '008_U_21', '008_D_24', '008_D_25', '008_D_26', '015_U_32', '015_U_33', '015_U_34', '015_D_23', '015_D_24', '015_D_25', '019_U_26', '019_U_27', '019_U_28', '019_D_23', '019_D_24', '019_D_25', '037_U_13', '037_U_14', '037_U_15', '037_U_16', '037_D_31', '037_D_32', '037_D_33', '037_D_34', '037_D_35', '038_U_15', '038_U_16', '038_U_17', '038_U_18', '038_D_30', '038_D_31', '038_D_33']",38,下行,32,117.982599,37.47877,False,"['038_D_33', '038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_33,三元生物,"['001_U_02', '001_U_03', '001_U_04', '001_U_05', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '005_U_38', '005_U_39', '005_U_40', '005_U_41', '005_D_33', '005_D_34', '005_D_35', '005_D_36', '008_U_17', '008_U_18', '008_U_19', '008_U_20', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '015_U_30', '015_U_31', '015_U_32', '015_U_33', '015_D_24', '015_D_25', '015_D_26', '015_D_27', '019_U_24', '019_U_25', '019_U_26', '019_U_27', '019_D_24', '019_D_25', '019_D_26', '019_D_27', '037_U_11', '037_U_12', '037_U_13', '037_U_14', '037_D_34', '037_D_35', '037_D_36', '037_D_37', '038_U_13', '038_U_14', '038_U_15', '038_U_16', '038_D_32', '038_D_34', '038_D_35']",38,下行,33,117.982917,37.484742,False,"['038_D_34', '038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_34,九环,"['001_U_01', '001_U_02', '001_U_03', '001_U_04', '001_U_05', '001_D_37', '001_D_38', '001_D_39', '001_D_40', '005_U_37', '005_U_38', '005_U_39', '005_U_40', '005_U_41', '005_D_34', '005_D_35', '005_D_36', '005_D_37', '008_U_16', '008_U_17', '008_U_18', '008_U_19', '008_U_20', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '015_U_29', '015_U_30', '015_U_31', '015_U_32', '015_U_33', '015_D_25', '015_D_26', '015_D_27', '015_D_28', '019_U_23', '019_U_24', '019_U_25', '019_U_26', '019_U_27', '019_D_25', '019_D_26', '019_D_27', '019_D_28', '037_U_10', '037_U_11', '037_U_12', '037_U_13', '037_U_14', '037_D_35', '037_D_36', '037_D_37', '038_U_12', '038_U_13', '038_U_14', '038_U_15', '038_U_16', '038_D_33', '038_D_35']",38,下行,34,117.983039,37.487533,False,"['038_D_35', '038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_35,五中队,"['001_U_01', '001_U_02', '001_U_03', '001_U_04', '001_D_37', '001_D_38', '001_D_39', '001_D_40', '005_U_37', '005_U_38', '005_U_39', '005_U_40', '005_D_34', '005_D_35', '005_D_36', '005_D_37', '008_U_16', '008_U_17', '008_U_18', '008_U_19', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '015_U_29', '015_U_30', '015_U_31', '015_U_32', '015_D_25', '015_D_26', '015_D_27', '015_D_28', '019_U_23', '019_U_24', '019_U_25', '019_U_26', '019_D_25', '019_D_26', '019_D_27', '019_D_28', '037_U_10', '037_U_11', '037_U_12', '037_U_13', '037_D_35', '037_D_36', '037_D_37', '038_U_12', '038_U_13', '038_U_14', '038_U_15', '038_D_33', '038_D_34']",38,下行,35,117.98313,37.489357,False,"['038_D_36', '038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_36,杀虎铜,"['037_U_09', '037_D_38', '038_U_11']",38,下行,36,117.983904,37.503502,False,"['038_D_37', '038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_37,张佐家,"['037_U_08', '037_D_39', '038_U_10']",38,下行,37,117.982901,37.523257,False,"['038_D_38', '038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_38,姑子庵,"['037_U_07', '037_D_40', '038_U_09']",38,下行,38,117.97501,37.533191,False,"['038_D_39', '038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_39,张集,"['008_U_07', '008_U_08', '008_D_38', '037_U_04', '037_U_05', '037_U_06', '037_D_41', '037_D_42', '037_D_43', '038_U_06', '038_U_07', '038_U_08', '038_D_40', '038_D_41']",38,下行,39,117.966404,37.541795,False,"['038_D_40', '038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_40,窦家,"['037_U_04', '037_U_05', '037_U_06', '037_D_41', '037_D_42', '037_D_43', '037_D_44', '038_U_06', '038_U_07', '038_U_08', '038_D_39', '038_D_41', '038_D_42']",38,下行,40,117.967434,37.546469,False,"['038_D_41', '038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_41,李铁家,"['037_U_03', '037_U_04', '037_U_05', '037_U_06', '037_D_41', '037_D_42', '037_D_43', '037_D_44', '038_U_05', '038_U_06', '038_U_07', '038_U_08', '038_D_39', '038_D_40', '038_D_42']",38,下行,41,117.967332,37.547537,False,"['038_D_42', '038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_42,周家坊,"['037_U_03', '037_U_04', '037_U_05', '037_D_42', '037_D_43', '037_D_44', '038_U_05', '038_U_06', '038_U_07', '038_D_40', '038_D_41']",38,下行,42,117.967313,37.553744,False,"['038_D_43', '038_D_44', '038_D_45', '038_D_46']"
038_D_43,北邱家,"['037_U_02', '037_D_45', '038_U_04']",38,下行,43,117.966103,37.564583,False,"['038_D_44', '038_D_45', '038_D_46']"
038_D_44,梧桐赵,"['038_U_02', '038_U_03', '038_D_45']",38,下行,44,117.986553,37.572382,False,"['038_D_45', '038_D_46']"
038_D_45,单家,"['038_U_02', '038_U_03', '038_D_44']",38,下行,45,117.991637,37.57212,False,['038_D_46']
038_D_46,坡杜,['038_U_01'],38,下行,46,118.005648,37.57009,False,[]
081_U_01,天一光电,"['017_U_01', '017_D_37', '081_D_35']",81,上行,1,117.884398,37.342478,False,"['081_U_02', '081_U_03', '081_U_04', '081_U_05', '081_U_06', '081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_02,东方地毯,"['010_U_29', '010_U_30', '010_D_25', '010_D_26', '017_U_05', '017_U_06', '017_U_07', '017_D_31', '017_D_32', '017_D_33', '027_U_17', '027_U_18', '027_D_22', '027_D_23', '028_U_12', '028_U_13', '028_D_26', '028_D_27', '031_U_12', '031_U_13', '031_D_18', '031_D_19', '081_U_03', '081_D_33', '081_D_34']",81,上行,2,117.901388,37.363341,False,"['081_U_03', '081_U_04', '081_U_05', '081_U_06', '081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_03,苏学官,"['010_U_29', '010_U_30', '010_D_25', '010_D_26', '017_U_05', '017_U_06', '017_U_07', '017_D_31', '017_D_32', '017_D_33', '027_U_17', '027_U_18', '027_D_22', '027_D_23', '028_U_12', '028_U_13', '028_D_26', '028_D_27', '031_U_12', '031_U_13', '031_D_18', '031_D_19', '081_U_02', '081_D_33', '081_D_34']",81,上行,3,117.903931,37.364158,False,"['081_U_04', '081_U_05', '081_U_06', '081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_04,明珠广场,"['010_U_31', '010_D_24', '027_U_19', '027_D_21', '028_U_14', '028_D_25', '031_U_14', '031_D_17', '081_D_32', '101_U_06', '109_D_11']",81,上行,4,117.921981,37.369267,True,"['081_U_05', '081_U_06', '081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_05,四通商贸城,"['010_U_32', '010_D_23', '027_U_20', '027_D_20', '028_U_15', '028_D_24', '081_D_31', '101_U_05', '101_D_26']",81,上行,5,117.928043,37.37106,True,"['081_U_06', '081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_06,开发区中心医院,"['003_U_06', '003_D_02', '009_U_32', '010_U_33', '010_U_34', '010_D_22', '016_U_11', '016_U_12', '016_D_25', '027_U_21', '027_U_22', '027_D_19', '028_U_16', '028_U_17', '028_D_23', '031_U_15', '031_U_16', '031_D_16', '081_U_07', '081_D_30', '101_U_03', '101_U_04', '101_D_27', '101_D_28', '102_U_03', '102_D_39', '106_U_03', '106_D_36', '107_U_03', '107_U_04', '107_D_39', '109_U_22', '109_U_23', '109_D_10', '112_U_03', '112_U_04', '112_D_32']",81,上行,6,117.933399,37.372529,True,"['081_U_07', '081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_07,汽车总站广场,"['003_U_06', '003_D_02', '009_U_32', '009_D_16', '009_D_17', '010_U_33', '010_U_34', '010_D_21', '010_D_22', '016_U_11', '016_U_12', '016_D_24', '016_D_25', '027_U_21', '027_U_22', '027_D_18', '027_D_19', '028_U_16', '028_U_17', '028_D_22', '028_D_23', '031_U_15', '031_U_16', '031_U_17', '031_D_15', '031_D_16', '081_U_06', '081_U_08', '081_D_29', '081_D_30', '101_U_03', '101_U_04', '101_D_27', '101_D_28', '102_U_03', '102_U_04', '102_D_39', '103_D_31', '105_D_41', '106_U_03', '106_U_04', '106_D_36', '107_U_03', '107_U_04', '107_D_38', '107_D_39', '109_U_22', '109_U_23', '109_D_09', '109_D_10', '112_U_03', '112_U_04', '112_D_31', '112_D_32', '113_D_32']",81,上行,7,117.937112,37.373202,True,"['081_U_08', '081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_08,汽车总站东门,"['009_U_32', '009_D_16', '010_U_34', '010_D_21', '016_U_12', '016_D_24', '027_U_22', '027_D_18', '028_U_17', '028_D_22', '031_U_16', '031_U_17', '031_U_18', '031_D_13', '031_D_14', '031_D_15', '081_U_07', '081_U_09', '081_D_27', '081_D_28', '081_D_29', '103_U_02', '103_U_03', '103_D_31', '103_D_32', '105_U_02', '105_U_03', '105_D_41', '105_D_42', '107_U_04', '107_D_38', '109_U_23', '109_D_09', '112_U_04', '112_D_31', '113_U_05', '113_U_06', '113_D_32', '113_D_33']",81,上行,8,117.940231,37.371217,True,"['081_U_09', '081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_09,公交发车区,"['031_U_17', '031_U_18', '031_D_13', '031_D_14', '081_U_08', '081_D_27', '081_D_28', '103_U_02', '103_U_03', '103_D_31', '103_D_32', '105_U_02', '105_U_03', '105_D_41', '105_D_42', '113_U_05', '113_U_06', '113_D_32', '113_D_33']",81,上行,9,117.940272,37.369022,True,"['081_U_10', '081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_10,信达置业,"['031_U_19', '031_D_12', '081_D_26']",81,上行,10,117.941653,37.362976,True,"['081_U_11', '081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_11,半岛蓝湾,"['032_U_13', '032_D_21', '081_D_25']",81,上行,11,117.951441,37.362995,True,"['081_U_12', '081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_12,上海世家,"['025_U_29', '025_D_18', '031_D_09', '031_D_10', '081_D_23', '081_D_24', '108_U_09', '108_D_30']",81,上行,12,117.955183,37.359871,True,"['081_U_13', '081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_13,吾悦华府,"['018_U_01', '018_D_36', '025_U_28', '025_U_29', '025_D_19', '031_U_22', '031_D_09', '081_D_23', '081_D_24', '108_U_08', '108_U_09', '108_D_31']",81,上行,13,117.958089,37.356996,True,"['081_U_14', '081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_14,泰山名郡南门,"['031_U_23', '031_D_08', '081_D_22']",81,上行,14,117.973099,37.357075,True,"['081_U_15', '081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_15,双湖豪庭南门,"['031_U_24', '031_D_07', '031_D_08', '081_D_21', '081_D_22']",81,上行,15,117.978832,37.357058,True,"['081_U_16', '081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_16,市审计局,"['018_U_05', '018_U_06', '018_U_07', '018_D_30', '018_D_31', '018_D_32', '031_D_07', '081_U_17', '081_D_19', '081_D_20', '081_D_21']",81,上行,16,117.983156,37.358404,True,"['081_U_17', '081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_17,军分区,"['018_U_05', '018_U_06', '018_U_07', '018_D_30', '018_D_31', '018_D_32', '031_D_07', '081_U_16', '081_D_19', '081_D_20', '081_D_21']",81,上行,17,117.983894,37.358982,True,"['081_U_18', '081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_18,武警支队教导队,"['018_U_07', '018_D_30', '081_U_19', '081_D_17', '081_D_18', '081_D_19']",81,上行,18,117.987726,37.361058,True,"['081_U_19', '081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_19,东岳家园南门,"['018_U_10', '018_U_11', '018_D_27', '031_U_27', '031_D_04', '081_U_18', '081_D_17', '081_D_18', '111_U_04', '111_U_05', '111_D_31', '111_D_32']",81,上行,19,117.989744,37.363103,True,"['081_U_20', '081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_20,优抚医院,"['018_U_10', '018_U_11', '018_U_12', '018_D_25', '018_D_26', '018_D_27', '018_D_28', '029_U_15', '029_U_16', '029_D_19', '029_D_20', '031_U_27', '031_U_28', '031_D_03', '031_D_04', '031_D_05', '035_U_26', '035_D_06', '081_U_21', '081_D_15', '081_D_16', '081_D_17', '111_U_06', '111_U_07', '111_D_29', '111_D_30']",81,上行,20,117.994475,37.363146,True,"['081_U_21', '081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_21,南杨海鲜烧烤城,"['018_U_12', '018_U_13', '018_D_24', '018_D_25', '029_U_16', '029_U_17', '029_D_18', '029_D_19', '031_U_28', '031_U_29', '031_D_03', '035_U_27', '081_U_20', '081_U_22', '081_D_14', '081_D_15', '081_D_16', '111_U_06', '111_U_07', '111_U_08', '111_D_29', '111_D_30']",81,上行,21,117.997531,37.365204,True,"['081_U_22', '081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_22,龙盛花苑,"['009_U_42', '009_D_06', '010_U_47', '010_D_08', '011_U_21', '011_D_20', '012_U_26', '012_D_08', '016_U_22', '016_D_14', '018_U_12', '018_U_13', '018_D_24', '018_D_25', '025_U_39', '025_D_08', '027_U_32', '027_D_08', '028_U_27', '028_D_12', '029_U_16', '029_U_17', '029_U_18', '029_D_17', '029_D_18', '029_D_19', '081_U_21', '081_U_23', '081_D_13', '081_D_14', '081_D_15', '109_U_28', '109_D_05', '111_U_06', '111_U_07', '111_D_29', '111_D_30']",81,上行,22,117.997579,37.367619,True,"['081_U_23', '081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_23,渤海花园,"['003_D_06', '009_U_41', '009_U_42', '009_D_06', '009_D_07', '010_U_46', '010_U_47', '010_D_08', '010_D_09', '011_U_20', '011_U_21', '011_D_20', '011_D_21', '012_U_26', '012_U_27', '012_D_07', '012_D_08', '016_U_21', '016_U_22', '016_D_14', '016_D_15', '025_U_38', '025_U_39', '025_D_08', '025_D_09', '027_U_31', '027_U_32', '027_D_08', '027_D_09', '028_U_26', '028_U_27', '028_D_12', '028_D_13', '029_U_17', '029_U_18', '029_D_17', '029_D_18', '081_U_22', '081_D_13', '081_D_14', '109_U_28', '109_D_05']",81,上行,23,117.997668,37.370865,True,"['081_U_24', '081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
